t.K	8906.02181744164
Model	ve
para	val
N0	1
K	591.687558881871
r.max	0.000800220000442197
t.lag	185.48543203852
t.K	8164.12552409202
Model	cu
para	val
N0	1
K	604.41153735083
r.max	0.000681692798475242
t.lag	-121.240750617287
t.K	9275.81972608968
Model	ve
para	val
N0	2.71778251445753
K	523.483270316647
r.max	0.00939543959218915
t.lag	-100.985096458419
t.K	565.552479504795
Model	ve
para	val
N0	2.6856875223971
K	2.8007667600441
r.max	0
t.lag	0
t.K	Inf
Model	qu
para	val
N0	2.74436174034663
K	244.046305021096
r.max	0.0130662877913533
t.lag	168.371039317752
t.K	589.412369542637
Model	ve
para	val
N0	2.72250258330189
K	75.5350862686161
r.max	0.0203417082781754
t.lag	215.6492908234
t.K	428.893391092777
Model	ve
para	val
N0	2.72352356937694
K	2.75732469363102
r.max	0
t.lag	0
t.K	Inf
Model	qu
para	val
N0	2.72295772781862
K	2.77098952725797
r.max	0
t.lag	0
t.K	Inf
Model	ve
para	val
N0	47.3272189063536
K	764.847155202313
r.max	0.016546725273718
t.lag	-207.152198794648
t.K	194.195046879961
Model	ve
para	val
N0	35.2937209364775
K	108878.686522555
r.max	0.0217238536398491
t.lag	-160.999895598689
t.K	372.883224334366
Model	cu
para	val
N0	44.309929369801
K	50220.3611566343
r.max	0.0233889823393275
t.lag	-151.015738028787
t.K	311.774629640161
Model	cu
para	val
N0	1.11971188940429
K	4.27469078627769
r.max	0.00189109458583922
t.lag	-463.819349992626
t.K	415.523265327109
Model	ve
para	val
N0	1
K	1032728.14726171
r.max	0.266091900465388
t.lag	-2.38738102525873
t.K	49.6537201483137
Model	ve
para	val
N0	1.174915149451
K	7072.42870947292
r.max	0.0432463016899522
t.lag	-17.7953971323342
t.K	187.172432738105
Model	cu
