logTime,logPop,Time.hr,Popn_Change,cluster
5.84374814024258,7.98413054251127,345.07029166765,2934.02518500176,3
5.77113198950843,7.83085164122047,320.900783443849,2517.07210322907,3
5.75031717171082,8.14156264011138,314.290328480072,3434.28022121038,3
5.73895956980726,7.75349835995941,310.74093848078,2329.70833347797,3
5.68577405175902,7.79191542582061,294.645827925526,2420.95029467491,3
5.66561775171915,8.34571819619133,288.766311914482,4212.10666156308,3
5.67429279655643,8.86395922316351,291.282269863369,7072.42870947292,3
5.65363363487854,8.817495339453,285.32635627817,6751.33363193727,3
5.57561302517307,8.3062628312528,263.911290322581,4049.15230689289,3
5.58457408085548,7.72131108856219,266.286841918965,2255.91534731848,3
5.6002532548389,7.7846473322793,270.494902895439,2403.41839041153,3
5.56597074962428,7.65823441961441,261.378813979281,2118.01460038391,3
5.57248643092444,7.33311702102556,263.087435401279,1530.14383691849,3
5.58441898799332,7.39684262689667,266.245545932935,1630.82716275203,3
5.58709097440307,7.49392359062699,266.957901691956,1797.0893200264,3
5.53486910299298,8.01813483729381,253.374619486986,3035.51032898423,3
5.49528959789695,7.76219411473205,243.542045213205,2350.05524349485,3
5.50946593376682,7.58243858696935,247.019167236945,1963.4110808933,3
5.47337672479195,7.53701300233617,238.2633857989,1876.21738991107,3
5.47652619743639,7.94233900464875,239.014972744649,2813.93462302545,3
5.47221046300527,8.10496259763551,237.985670292848,3310.85782900467,3
5.48798444139975,7.58438539773934,241.769415012861,1967.23719388206,3
5.48931158727119,7.3571276871888,242.090491304245,1567.32823442527,3
5.4761805862628,7.29340208131769,238.932380772589,1470.56517889188,3
5.46732689974244,7.24551053637587,236.826285485051,1401.7973818741,3
5.43912488434861,7.75090261226609,230.240608112891,2323.66884033655,3
5.41444785354838,7.65563867192109,224.628483611393,2112.52389819229,3
5.39221511152751,7.34921065672416,219.689483682186,1554.96863924858,3
5.40790935098067,7.15323170587819,223.164540906624,1278.23015138339,3
5.37429665463521,6.94505274087359,215.788045401987,1038.00174088083,3
5.34879923440678,8.26122660877363,210.35555843972,3870.83919501672,3
5.38446410385114,7.77166859381268,217.993251055997,2372.42660388242,3
5.36824053803782,7.70807277532624,214.485157042735,2226.24764178442,3
5.35834353806901,7.61151096113458,212.372867357293,2021.32994251005,3
5.37463150115905,7.51287254878826,215.86031337754,1831.46697206964,3
5.36318818219653,7.46511079123109,213.404234608396,1746.048984423,3
5.29534776235223,7.48652570970102,199.406960143474,1783.84372231027,3
5.28098671208492,7.14687212402955,196.563731505298,1270.12693595585,3
5.25570055170522,7.08379545508177,191.655703565613,1192.4859671233,3
5.19808796415806,8.02877740283644,180.925973995328,3067.98846541332,3
5.23399513432611,7.75051325011209,187.540558557708,2322.76426774629,3
5.2301784410564,7.63720886329849,186.826137999387,2073.94706080735,3
5.25236599225169,7.57075772234939,191.017680581448,1940.61016830138,3
5.24862975511099,7.47367675861906,190.305324822427,1761.06982525063,3
5.26863627646529,7.43980225122118,194.151013521486,1702.41353766436,3
5.26134605071511,7.35920428534346,192.740755598556,1570.58632704838,3
5.20136934528123,7.20112325082002,181.520636194162,1340.93612639016,3
5.17586835367001,7.04057625598792,176.950202940274,1142.04552761907,3
5.15385975585725,7.02578049413597,173.098319843311,1125.27248492843,3
5.16608300625995,7.25212969299384,175.227127923166,1411.10687479735,3
5.15401481403419,7.23668499421856,173.125162234231,1389.4801928687,3
5.13384764256688,7.57867475281403,169.668688203507,1956.03501705432,3
5.09423401769171,8.0516199825377,163.078881232744,3138.87577871694,3
5.10235486557437,7.49950444816764,164.408611982915,1807.14665768988,3
5.11696049048776,7.25524459022583,166.827524364632,1415.50918050114,3
5.13979908413739,7.28626377516105,170.681472260896,1460.10521206043,3
5.12107351157091,7.15764447695684,167.515102532034,1283.88315195279,3
5.13131925783172,6.96231446303419,169.240242348444,1056.07497736061,3
5.1455589649611,6.78294829742549,171.667413927366,882.667257203259,3
5.099644743092,6.75335677372159,163.96364773344,856.930461662486,3
5.05173192820098,6.98334001935012,156.292918328339,1078.51461757136,3
5.02263811414449,7.5204002170989,151.811271444416,1845.30566916975,3
4.99525481887183,8.30068197371216,147.710580031621,4026.61750495639,3
4.99150851265039,6.71091629893574,147.158246218468,821.322872036586,3
5.02886836821914,6.72506312386436,152.760046723459,833.024558616045,3
4.98478609402169,7.21423177667131,146.172304551998,1358.62953616836,3
4.96763954000939,6.93934209594827,143.687318592633,1032.09097471343,3
4.93285507711849,6.84381858083394,138.775161054346,938.064378863594,3
4.94760955208882,6.55101824102697,140.837895556552,699.956535537953,3
4.94278920327391,6.72973546971234,140.160641385657,836.92584443471,3
4.9888320000708,6.37035420157161,146.76490195153,584.264739734107,3
4.88849156862342,6.2782051584586,132.753173891498,532.831457031623,3
4.83772491384344,6.89716119593175,126.181950114449,989.461836600767,3
4.86541794852036,7.23655520683389,129.725145715836,1389.29986757065,3
4.78969986737935,7.1589423508035,120.265267715978,1285.55055212136,3
4.77142083181282,6.543230997947,118.086904452887,694.526971953916,3
4.66256782573348,7.09936994124171,105.907685772943,1211.20370453175,3
4.5902054901201,6.7614035915709,98.5146718738938,863.853843234099,3
4.53537762253172,6.71468013309106,93.2587252519055,824.420020034314,3
4.7770353466182,6.26717323076197,118.751769827973,526.985603726898,3
4.814616276257,6.24926257167803,123.299490289544,517.630968153498,3
4.81710000161465,5.90844089954456,123.606112985818,368.131753366134,3
4.8057434020829,5.94140689524978,122.210308657998,380.469834375042,3
4.7850276653153,5.50428298369399,119.704674705619,245.742191335906,2
4.63676599450663,5.15346768294122,103.210025485523,173.03046598299,2
4.59182851862807,5.26871888052481,98.6746938197607,194.167051845769,2
4.49500848417189,5.2234230832763,89.5689289001109,185.568313903805,2
4.50228959586796,4.8662482006749,90.2234702786889,129.832895020921,2
4.59147272494279,4.99292068810912,98.6395922316351,147.366206285818,2
4.6598346234541,4.82809070958303,105.618613870732,124.972124643695,2
4.59113774461975,4.73334591877669,98.606555442811,113.675274987617,2
4.59109586418838,4.70089907261014,98.602425844208,110.046067393643,2
4.59076075757945,4.44132430327772,98.5693890553838,84.8872837780451,2
4.6113894498155,4.08363027113764,100.623864360384,59.3605741492295,2
4.58308547728923,4.01977487788187,97.8157373103334,55.6885676872289,2
4.32390571746293,4.54723080916535,75.4828680652241,94.3707156228903,2
4.42103704519284,4.54437548670269,83.182504660547,94.1016411287896,2
4.39536656796345,4.48026051867758,81.0743445737074,88.2576624503968,2
4.41143441737501,3.79835759964132,82.3875569294665,44.6278275091139,2
4.37696319047227,3.86428959105175,79.5959482738278,47.6693956357063,2
4.24623320519346,4.22483894565448,69.8418363735045,68.3634924243575,2
4.11856779646342,4.45508176605234,61.4711400051915,86.0631876045526,2
3.90333683023976,4.42704769096444,49.5675720319985,83.6839908485723,2
4.05845109037748,3.7749958704014,57.8845836184723,43.5973282758858,2
