logTime,logPop,Time.hr,Popn_Change,cluster
4.10548333965398,3.67661703282441,60.672062675508,39.5124982331067,2
4.28400309667131,3.34773580008023,72.5302050640678,28.4382707625028,2
4.21515662199317,3.93359605446351,67.7047690964439,51.0903714829122,2
4.19420053923803,3.90166835783562,66.3007055714185,49.4849388606752,2
4.29422764230457,3.70439153314298,73.2755976119121,40.6253206337966,2
4.28440157108883,3.5748637232461,72.5591122542889,35.6897568000331,2
4.21387492265081,3.2522122849659,67.6180475257805,25.8474586566257,2
4.12663033282009,2.86492672912193,61.9687566368549,17.5477674171549,2
4.04389897687263,2.7045095216745,57.0483399013616,14.946983720795,2
3.94018191959718,2.54435188899639,51.4279562026571,12.7349717355263,1
3.79582639391248,3.22833140618732,44.5150081412087,25.2375106640665,2
4.03279846800621,3.25636548127522,56.4185761144017,25.955031457376,2
4.04469492481625,3.06142482950657,57.0937654859948,21.3579669540142,2
3.96844535884971,3.12787597045567,52.9022229039337,22.8254460955804,2
3.74672540636013,2.9695353611629,42.382070462751,19.4828649968992,2
3.77893986874167,2.87167567312457,43.7696155933643,17.6665968523878,2
4.28769712224046,5.45678080090615,72.7986289732638,234.341815829459,2
3.43919783323868,2.81145432663945,31.1619510583572,16.6340920393863,2
3.46115225216641,2.74630105953701,31.8536588243623,15.5848776008422,2
3.60265721621027,2.29022818981995,36.6956131863983,9.87719129854117,1
3.76853113488527,2.06063430634542,43.3163921466834,7.85094813748048,1
3.77563220613144,1.73603605729523,43.6250796422588,5.67480418141855,1
3.61989469430563,1.80326592255233,37.3336361705642,6.06943744317918,1
3.45699505228513,1.70800198220733,31.7215116690658,5.51792554288506,1
3.43481506508358,1.74070840314322,31.0256743044576,5.70138086856143,1
3.6191201009284,1.57613799938646,37.3047289803431,4.83624212830283,1
3.59972697631355,1.44661018948958,36.5882436227199,4.24868783045645,1
3.43361642340048,1.44868678764424,30.9885079170305,4.25751981483231,1
3.31347352924103,1.3850909691578,27.4804139037686,3.99518932729461,1
3.31302260483838,1.28775043065814,27.4680251079595,3.62462353557389,1
3.4320159962784,1.05932463364561,30.9389527337943,2.8844222895327,1
3.17724429808647,1.38638884300446,23.9805790877127,4.00037794539249,1
3.14691113031864,1.25686103310758,23.2640937300894,3.51437265606466,1
3.1462008399576,1.12707364844137,23.2475753356774,3.08661076285955,1
3.17517568848827,0.997026689005828,23.9310239044765,2.71021153490501,1
1.03838285033698,0.16119593175543,2.82464544446282,1.174915149451,1
2.04971791062481,0.483847370035636,7.76571017297121,1.62230401455085,1
2.29114581883234,0.6453028765604,9.88625905561983,1.90656439549845,1
2.29364894905046,0.839983953559716,9.91103664723792,2.31632980763494,1
2.64811311769202,0.968213889609928,14.127356820917,2.63323700461525,1
2.91085956352046,1.32357174882601,18.3725841848173,3.7568158447673,1
3.01665828389431,0.933430870519384,20.4229298912146,2.54321968420239,1
1.45161498778279,0.517592090048848,4.27000495551833,1.67798235089525,1
0.396528964164592,0.648417773792389,1.48665549708571,1.91251240656895,1
1.85482093727317,0.679047596573614,6.39055383816695,1.97199869925576,1
2.86873961906317,0.869575477263609,17.6148028411638,2.38589777065079,1
1.61168895788108,0.84180097694504,5.01126790475968,2.32054245914766,1
