1	N0	0.521739130434795
1	K	28.5151038938362
1	r.max	0.000572255659511225
1	t.lag	4.23133420346864
1	t.K	5919.24863890374
1	Model	cu
2	N0	2.95652173913047
2	K	58.1917234154007
2	r.max	0.00340982166069494
2	t.lag	-4.4115311807696
2	t.K	1192.36124200645
2	Model	ve
3	N0	0.521739130434762
3	K	56.4452592980618
3	r.max	0.00203468279098774
3	t.lag	17.0130257487145
3	t.K	2007.90443156719
3	Model	cu
4	N0	0
4	K	0.661079099004735
4	r.max	0
4	t.lag	0
4	t.K	Inf
4	Model	qu
5	N0	1.40762463343111
5	K	40.4692082111437
5	r.max	0.000555208487103086
5	t.lag	-32.6890414211781
5	t.K	6676.41441710114
5	Model	ve
6	N0	0.351906158357773
6	K	28.3284457478006
6	r.max	0.000598014453610731
6	t.lag	-0.370473803427321
6	t.K	5649.25533255245
6	Model	ve
7	N0	0.879765395894438
7	K	13.0205278592375
7	r.max	0.0142340788120963
7	t.lag	116.990867474736
7	t.K	302.497956918321
7	Model	qu
8	N0	0.178202813534067
8	K	26.4347826086957
8	r.max	0.00045581558861705
8	t.lag	-15.410562019063
8	t.K	7250.2725987086
8	Model	ve
9	N0	0.347826086956537
9	K	39.8260869565218
9	r.max	0.00133443654399368
9	t.lag	-16.6090804414809
9	t.K	2763.08192845274
9	Model	ve
10	N0	0
10	K	1.39130434782615
10	r.max	0.000198338339770068
10	t.lag	-13.7145465461234
10	t.K	4382.00123041391
10	Model	qu
11	N0	0
11	K	3.65217391304353
11	r.max	0.000118501428172689
11	t.lag	398.348986331436
11	t.K	13371.4805530873
11	Model	cu
12	N0	0.800000000000023
12	K	33.6
12	r.max	0.00221853167335114
12	t.lag	-6.90453177942677
12	t.K	1590.48248082545
12	Model	cu
13	N0	0.797872340425521
13	K	35.1063829787234
13	r.max	0.00415266587561558
13	t.lag	0.0548497528658788
13	t.K	863.709612969885
13	Model	qu
14	N0	0.265251989389936
14	K	35.1947781765226
14	r.max	0.0103030722011813
14	t.lag	0.00561465619363056
14	t.K	348.340052101754
14	Model	qu
15	N0	145.712799310917
15	K	19699.6643755473
15	r.max	0.0046009751777058
15	t.lag	-1289.06652177287
15	t.K	860.131693144509
15	Model	ve
16	N0	156.605197702724
16	K	22285.20673013
16	r.max	0.00466122688554885
16	t.lag	-1267.12157430403
16	t.K	880.751395543517
16	Model	ve
17	N0	1009.40388628522
17	K	21625.6275799762
17	r.max	0.00325701045841841
17	t.lag	-2168.02664519989
17	t.K	896.648989163563
17	Model	ve
18	N0	117.01914844961
18	K	26877.1884434779
18	r.max	0.00390840018451286
18	t.lag	-1708.07528746517
18	t.K	901.450328300647
18	Model	ve
19	N0	0
19	K	20215.0786919774
19	r.max	0.0062176523079275
19	t.lag	-790.58105905912
19	t.K	803.949006409327
19	Model	ve
20	N0	379.573588451414
20	K	20106.6214661967
20	r.max	0.00612687746814643
20	t.lag	-1109.90976145308
20	t.K	507.366616459866
20	Model	ve
21	N0	1183.86816923108
21	K	20823.026744974
21	r.max	0.0127887244599021
21	t.lag	-529.433669942032
21	t.K	248.115550246875
21	Model	ve
22	N0	87.8020886117301
22	K	5042.72057387282
22	r.max	0.00608053538029527
22	t.lag	-856.426470760579
22	t.K	545.736129173316
22	Model	cu
23	N0	1.04734832520669
23	K	823.182803575906
23	r.max	0.0149652467974057
23	t.lag	97.6017263538037
23	t.K	546.267387882918
23	Model	cu
24	N0	1.05933294181021
24	K	301.020026030504
24	r.max	0.0158747125624348
24	t.lag	89.6771090093208
24	t.K	449.399737313703
24	Model	ve
25	N0	1.02943205969681
25	K	1491.55860258709
25	r.max	0.0312080715786101
25	t.lag	17.8874757919792
25	t.K	252.06558227325
25	Model	ve
26	N0	1.04473257151008
26	K	1666.08119392629
26	r.max	0.0541154402752623
26	t.lag	22.9238921927094
26	t.K	160.016550968886
26	Model	ve
27	N0	3.1670108612222
27	K	922.379495488011
27	r.max	0.141964115030539
27	t.lag	1.29654956052391
27	t.K	49.3934950661406
27	Model	qu
28	N0	0.99531616783365
28	K	663.582098863891
28	r.max	0.0127917285358723
28	t.lag	54.4439551311711
28	t.K	562.519028967256
28	Model	ve
29	N0	1.01459828276328
29	K	26.4528080952361
29	r.max	0.00872391628748494
29	t.lag	51.0125318178038
29	t.K	430.712239164466
29	Model	ve
30	N0	1.020528612233
30	K	516.029378475618
30	r.max	0.0226777292411548
30	t.lag	66.5773001763711
30	t.K	342.094290054687
30	Model	cu
31	N0	1.07591421390518
31	K	610.71728678749
31	r.max	0.0178355286042352
31	t.lag	81.401090181023
31	t.K	441.147659428399
31	Model	ve
32	N0	1.02105186214511
32	K	371.172408153638
32	r.max	0.0169610247918069
32	t.lag	96.6803614736044
32	t.K	445.677977027202
32	Model	ve
33	N0	110.295736071707
33	K	16987.3351282432
33	r.max	0.952900070955736
33	t.lag	-4.68390479196125
33	t.K	5.53781993602683
33	Model	qu
34	N0	32.5786846801933
34	K	547.367957001801
34	r.max	0.575645971268091
34	t.lag	-4.9030719708255
34	t.K	6.05322205501931
34	Model	ve
35	N0	36.0352438682172
35	K	122.009267692657
35	r.max	0.270124249581289
35	t.lag	-10.7839523354565
35	t.K	7.03103357228061
35	Model	cu
36	N0	246.314193295928
36	K	13869.4649142078
36	r.max	0.528726147941113
36	t.lag	-8.49594484983271
36	t.K	9.54272615082815
36	Model	cu
37	N0	82.7509311549241
37	K	15276.2405790605
37	r.max	1.12224700607059
37	t.lag	-3.7477514105184
37	t.K	4.83691792156486
37	Model	ve
38	N0	124.976410063433
38	K	9928.10596325673
